VisitNumber,TripType,Weekday,UpcCount,ScanCount,DepartmentCount,FinelineCount
171072,25,3,11,11,7,11
171073,5,3,7,7,5,7
171074,5,3,1,2,1,1
171075,33,3,3,4,2,3
171076,37,3,7,8,3,6
171077,8,3,2,2,2,2
171079,32,3,9,9,6,9
171082,7,3,1,1,1,1
171083,999,3,4,-4,3,4
171084,5,3,3,2,2,3
171088,5,3,0,1,1,0
171090,8,3,1,2,1,1
171092,999,3,1,-1,1,1
171095,40,3,25,29,10,24
171096,25,3,7,8,1,7
171100,5,3,2,2,2,2
171101,37,3,20,23,5,18
171103,25,3,5,5,4,5
171104,5,3,0,2,1,0
171105,7,3,3,3,3,3
171107,39,3,7,7,4,7
171108,8,3,1,1,1,1
171110,8,3,1,1,1,1
171111,7,3,3,3,2,3
171112,8,3,2,3,1,2
171113,44,3,9,10,5,8
171115,38,3,4,4,1,2
171117,39,3,10,13,8,10
171118,5,3,2,2,1,1
171119,5,3,9,8,3,8
171122,25,3,9,9,7,8
171126,5,3,3,3,1,3
171129,8,3,2,2,2,2
171131,40,3,35,47,11,26
171132,44,3,18,21,12,17
171133,40,3,28,48,7,18
171139,8,3,2,2,2,2
171144,36,3,4,4,2,3
171145,37,3,20,23,8,18
171146,999,3,1,-1,1,1
171147,999,3,1,1,1,1
171151,8,3,3,3,2,3
171152,39,3,15,13,8,14
171153,39,3,4,4,4,4
171155,999,3,3,-1,2,3
171156,6,3,4,18,2,2
171158,36,3,8,8,4,7
171160,9,3,1,1,1,1
171161,8,3,3,3,1,3
171162,39,3,16,19,6,13
171164,40,3,17,22,6,16
171165,999,3,1,-1,1,1
171168,999,3,1,1,1,1
171169,15,3,27,40,10,20
171170,7,3,3,3,3,3
171171,9,3,1,1,1,1
171172,999,3,1,0,1,1
171174,7,3,9,9,2,8
171175,999,3,14,18,5,12
171176,9,3,1,1,1,1
171177,35,3,5,6,3,3
171179,7,3,3,3,3,3
171182,37,3,11,12,5,11
171187,25,3,5,5,4,5
171191,8,3,1,1,1,1
171192,36,3,4,4,3,4
171194,5,3,0,1,1,0
171197,41,3,4,4,3,3
171199,8,3,1,1,1,1
171200,999,3,1,-1,1,1
171202,8,3,3,3,1,3
171203,31,3,1,1,1,1
171206,6,3,4,4,3,4
171208,22,3,1,5,1,1
171210,6,3,25,36,8,17
171211,9,3,2,2,1,1
171214,9,3,1,1,1,1
171218,9,3,1,1,1,1
171219,5,3,3,3,2,2
171221,5,3,6,10,4,5
171224,42,3,4,5,3,4
171225,999,3,1,-4,1,1
171226,7,3,3,3,2,3
171227,37,3,8,9,5,8
171229,39,3,10,11,4,9
171235,25,3,30,31,9,27
171244,8,3,3,3,1,3
171245,8,3,2,2,2,2
171248,39,3,6,8,5,6
171252,39,3,16,16,7,16
171254,999,3,0,1,0,0
171256,24,3,7,10,4,7
171259,39,3,4,4,4,4
171260,40,3,28,28,12,23
171261,34,3,6,6,3,6
171262,4,3,1,1,1,1
171263,36,3,3,3,1,3
171265,8,3,3,3,1,3
171266,39,3,9,9,5,8
171267,44,3,21,21,12,19
171268,7,3,12,12,7,11
171269,22,3,4,4,2,3
171271,22,3,6,6,4,6
171272,999,3,1,-1,1,1
171273,7,3,4,4,1,2
171274,40,3,33,37,12,30
171275,5,3,9,12,4,9
171276,22,3,4,4,2,4
171278,43,3,8,8,7,8
171279,37,3,4,4,2,4
171281,25,3,13,13,5,10
171284,8,3,1,1,1,1
171286,8,3,1,1,1,1
171287,8,3,1,1,1,1
171291,8,3,1,1,1,1
171292,36,3,10,11,4,10
171294,5,3,0,2,1,0
171296,32,3,2,5,1,1
171298,5,3,0,1,1,0
171300,40,3,23,25,11,21
171301,25,3,5,5,4,5
171302,32,3,2,5,1,1
171303,40,3,7,20,4,7
171305,9,3,3,3,2,3
171309,3,3,2,2,2,2
171311,39,3,10,12,7,10
171313,39,3,8,8,6,7
171315,39,3,4,4,3,4
171319,8,3,2,3,1,2
171325,8,3,2,2,2,2
171326,999,3,1,1,1,1
171328,8,3,3,3,3,3
171330,35,3,8,12,3,7
171334,7,3,4,5,2,3
171336,8,3,2,2,2,2
171337,42,3,8,8,4,6
171338,999,3,2,2,2,2
171339,38,3,13,13,4,11
171340,37,3,21,25,6,20
171343,8,3,3,3,2,3
171345,30,3,2,2,2,2
171346,999,3,2,0,1,2
171347,8,3,2,2,2,2
171348,8,3,2,1,1,1
171349,8,3,3,3,2,3
171350,8,3,2,2,1,2
171352,8,3,1,1,1,1
171354,28,3,7,10,3,7
171355,32,3,5,9,4,5
171356,999,3,1,2,1,1
171359,8,3,1,1,1,1
171362,39,3,7,7,5,7
171364,39,3,5,5,4,4
171365,25,3,17,17,10,15
171367,5,3,2,2,1,2
171368,39,3,9,9,8,9
171369,8,3,2,3,2,2
171371,9,3,1,1,1,1
171372,3,3,1,1,1,1
171373,8,3,1,1,1,1
171375,31,3,2,2,1,2
171378,39,3,23,24,6,20
171383,39,3,7,9,4,6
171385,24,3,1,1,1,1
171386,7,3,4,4,3,3
171389,7,3,4,4,2,4
171391,36,3,6,13,3,6
171392,38,3,13,15,6,12
171393,42,3,6,6,5,6
171394,33,3,21,21,3,21
171397,24,3,2,6,2,2
171400,42,3,17,17,9,16
171402,12,3,8,11,5,5
171403,35,3,4,4,3,3
171404,8,3,1,1,1,1
171408,38,3,13,13,7,13
171410,8,3,4,2,3,4
171411,19,3,5,6,3,5
171413,9,3,2,1,2,2
171417,8,3,1,1,1,1
171418,32,3,4,8,2,4
171419,32,3,8,8,5,8
171421,35,3,1,4,1,1
171424,32,3,8,8,6,8
171426,40,3,49,59,17,46
171431,39,3,5,5,4,4
171432,34,3,8,8,3,8
171434,9,3,1,1,1,1
171435,8,3,3,3,2,3
171438,9,3,1,1,1,1
171441,44,3,11,21,7,10
171442,7,3,2,2,1,2
171443,9,3,1,1,1,1
171447,22,3,6,6,5,5
171449,999,3,3,3,3,3
171451,37,3,5,5,2,5
171452,9,3,2,2,2,2
171454,6,3,2,2,2,2
171457,9,3,1,1,1,1
171458,5,3,3,3,3,3
171459,9,3,1,1,1,1
171460,35,3,5,5,1,5
171461,999,3,2,2,2,2
171466,3,3,2,2,2,2
171468,37,3,7,7,4,7
171470,8,3,1,1,1,1
171472,36,3,8,8,2,7
171473,30,3,4,4,4,4
171477,8,3,2,2,2,2
171484,8,3,3,3,2,2
171486,32,3,1,5,1,1
171488,5,3,13,13,6,11
171491,37,3,8,8,5,8
171492,8,3,1,1,1,1
171496,9,3,3,3,2,3
171497,39,3,12,15,9,12
171499,9,3,1,1,1,1
171501,40,3,16,21,7,14
171503,42,3,14,16,8,13
171509,20,3,3,3,2,3
171510,42,3,4,4,3,4
171512,7,3,6,6,4,6
171513,39,3,11,12,8,10
171515,32,3,7,7,4,5
171517,8,3,1,1,1,1
171518,8,3,2,2,2,2
171520,999,3,2,0,1,1
171524,36,3,11,11,5,11
171525,32,3,1,2,1,1
171532,9,3,5,3,2,5
171533,36,3,24,42,4,20
171534,37,3,3,4,2,3
171537,9,3,3,3,2,2
171540,30,3,5,5,4,5
171541,39,3,12,15,6,12
171543,35,3,7,7,4,7
171544,37,3,11,13,3,8
171545,38,3,10,12,5,8
171547,39,3,16,18,8,15
171548,15,3,4,6,2,4
171553,44,3,14,16,6,11
171554,8,3,3,3,2,2
171556,999,3,1,0,1,1
171557,41,3,14,14,9,13
171558,9,3,1,1,1,1
171561,19,3,1,1,1,1
171563,999,3,2,0,2,2
171564,25,3,10,11,5,8
171565,36,3,9,9,7,8
171566,38,3,17,20,6,15
171567,36,3,3,3,3,3
171570,999,3,1,-1,1,1
171573,37,3,14,15,4,14
171576,30,3,5,5,3,5
171579,6,3,1,2,1,1
171580,38,3,8,8,4,8
171581,41,3,8,9,7,8
171582,9,3,2,2,2,2
171587,40,3,18,20,10,18
171588,24,3,5,5,3,5
171590,9,3,3,3,2,3
171592,9,3,1,1,1,1
171593,39,3,11,14,5,10
171595,9,3,1,1,1,1
171597,44,3,9,10,7,8
171598,40,3,42,60,8,35
171599,39,3,7,10,3,7
171600,36,3,6,6,3,6
171601,8,3,2,2,2,2
171602,38,3,4,4,2,3
171603,33,3,15,15,7,15
171606,8,3,1,1,1,1
171607,8,3,3,3,2,2
171610,9,3,3,3,2,3
171611,35,3,8,15,3,8
171612,9,3,1,1,1,1
171613,8,3,2,2,1,2
171614,5,3,3,3,2,3
171615,40,3,13,29,5,6
171616,8,3,1,1,1,1
171617,8,3,4,4,4,4
171619,9,3,1,1,1,1
171620,3,3,2,2,2,2
171621,39,3,15,15,8,14
171622,37,3,3,3,1,3
171623,39,3,4,4,3,4
171625,999,3,0,2,0,0
171628,7,3,2,2,2,2
171629,39,3,6,6,3,6
171631,39,3,11,13,5,10
171633,39,3,11,12,6,11
171634,28,3,2,2,2,2
171639,32,3,3,7,1,1
171641,8,3,1,1,1,1
171643,9,3,1,1,1,1
171644,9,3,3,3,3,3
171645,8,3,1,1,1,1
171646,24,3,6,7,5,6
171647,25,3,6,6,3,4
171649,7,3,2,2,1,2
171651,9,3,2,2,1,2
171652,8,3,2,2,1,2
171654,26,3,7,10,4,6
171655,38,3,3,8,2,3
171656,15,3,23,38,8,20
171657,30,3,4,4,3,4
171658,35,3,1,5,1,1
171659,7,3,2,3,2,2
171660,37,3,5,6,4,5
171662,36,3,15,15,7,14
171665,8,3,3,3,2,3
171666,36,3,4,4,3,4
171667,9,3,3,3,2,3
171668,8,3,2,2,1,2
171669,40,3,24,26,10,23
171675,9,3,1,1,1,1
171678,35,3,4,5,2,4
171680,9,3,1,1,1,1
171681,40,3,7,10,4,7
171682,38,3,3,5,2,3
171685,999,3,1,0,1,1
171687,40,3,24,25,11,21
171690,24,3,10,10,4,9
171693,37,3,5,5,4,5
171697,8,3,1,1,1,1
171698,7,3,2,3,2,2
171702,5,3,2,2,2,2
171705,8,3,1,1,1,1
171706,39,3,12,14,4,7
171707,9,3,1,1,1,1
171709,20,3,5,5,3,5
171713,39,3,6,6,5,6
171716,8,3,1,1,1,1
171717,39,3,8,8,6,8
171718,39,3,10,10,6,10
171719,9,3,3,3,2,3
171720,9,3,2,2,2,2
171721,7,3,2,2,2,2
171723,5,3,1,1,1,1
171724,39,3,4,6,2,4
171726,33,3,10,10,5,10
171728,39,3,12,17,7,12
171730,26,3,4,4,4,4
171731,999,3,4,5,3,4
171733,8,3,2,2,1,2
171736,8,3,1,1,1,1
171739,37,3,6,6,4,6
171740,39,3,15,15,8,14
171742,20,3,5,5,4,5
171747,8,3,1,1,1,1
171748,8,3,1,1,1,1
171749,25,3,3,4,3,3
171751,3,3,2,2,2,2
171752,39,3,13,14,7,13
171753,7,3,2,1,2,2
171755,7,3,10,11,4,8
171756,9,3,1,1,1,1
171757,25,3,18,20,5,15
171758,43,3,4,4,4,4
171759,30,3,4,4,4,4
171760,9,3,4,3,3,3
171763,44,3,7,12,6,6
171766,44,3,8,8,5,8
171768,9,3,1,1,1,1
171770,9,3,1,1,1,1
171772,39,3,10,11,6,10
171773,9,3,3,3,3,3
171775,23,3,5,5,5,5
171777,39,3,12,11,6,12
171781,40,3,32,37,13,30
171783,22,3,3,3,2,3
171786,37,3,5,5,2,5
171788,25,3,3,3,2,3
171790,30,3,6,6,3,3
171792,39,3,13,13,6,11
171793,36,3,23,24,8,21
171794,39,3,6,9,2,5
171795,39,3,18,19,10,18
171797,9,3,3,3,3,3
171799,5,3,3,4,3,3
171800,42,3,8,8,4,5
171805,25,3,12,13,7,11
171806,9,3,3,2,2,2
171807,9,3,2,2,1,2
171808,39,3,13,13,6,12
171809,21,3,8,9,4,8
171810,33,3,4,5,3,4
171811,36,3,4,4,3,4
171812,40,3,12,26,7,10
171815,9,3,1,1,1,1
171816,25,3,5,5,3,5
171817,40,3,58,74,14,55
171822,39,3,12,12,4,9
171825,41,3,5,6,3,5
171828,35,3,3,4,2,3
171831,9,3,2,2,2,2
171833,40,3,24,25,7,17
171834,37,3,15,17,5,13
171839,8,3,2,2,1,2
171840,39,3,8,8,6,8
171842,999,3,1,1,1,1
171843,24,3,11,13,8,10
171844,38,3,17,22,5,15
171846,24,3,5,5,3,4
171850,34,3,5,5,2,4
171855,42,3,6,6,4,6
171858,39,3,11,11,8,11
171860,18,3,6,6,4,5
171861,24,3,8,8,5,8
171864,36,3,8,8,2,6
171866,9,3,1,1,1,1
171867,37,3,16,16,8,14
171868,7,3,4,4,2,4
171872,24,3,2,2,1,2
171886,36,3,5,5,4,5
171890,9,3,1,1,1,1
171896,8,3,2,2,2,2
171898,7,3,6,8,5,5
171900,24,3,1,1,1,1
171901,39,3,7,7,2,6
171902,9,3,1,1,1,1
171905,9,3,1,1,1,1
171907,999,3,3,3,2,2
171909,24,3,3,3,3,3
171910,33,3,9,10,1,8
171911,8,3,1,1,1,1
171912,39,3,5,4,5,5
171914,29,3,3,3,2,3
171918,4,3,4,4,1,4
171920,9,3,1,1,1,1
171924,7,3,8,10,4,7
171925,24,3,2,3,2,2
171928,39,3,16,16,6,14
171929,22,3,5,5,1,3
171931,19,3,1,1,1,1
171933,38,3,7,7,3,5
171935,5,3,1,1,1,1
171936,24,3,23,24,8,17
171937,8,3,3,3,3,3
171938,24,3,2,4,2,2
171941,40,3,17,21,9,16
171942,42,3,6,6,5,6
171950,6,3,5,6,4,5
171952,24,3,16,17,10,16
171953,8,3,2,2,1,2
171955,40,3,19,20,6,16
171956,22,3,10,10,5,9
171957,8,3,2,2,1,1
171959,39,3,15,15,10,14
171960,7,3,1,2,1,1
171961,9,3,1,1,1,1
171962,36,3,7,7,2,7
171963,40,3,20,21,8,16
171964,36,3,6,6,4,6
171965,7,3,3,3,2,3
171968,9,3,1,1,1,1
171969,7,3,12,50,5,9
171970,8,3,1,1,1,1
171971,7,3,3,4,3,3
171972,24,3,2,5,2,2
171973,5,3,5,5,3,5
171975,35,3,5,5,4,5
171977,39,3,12,12,4,11
171978,39,3,11,12,7,10
171979,40,3,15,20,7,13
171983,39,3,7,7,7,7
171984,30,3,2,2,2,2
171985,39,3,3,4,3,3
171986,32,3,5,6,4,5
171987,40,3,35,46,10,31
171988,7,3,1,2,1,1
171989,36,3,6,6,3,6
171990,33,3,5,5,3,4
171991,36,3,6,7,3,6
171992,32,3,8,8,4,7
171993,34,3,5,5,4,5
171994,999,3,1,0,1,1
171999,9,3,3,3,3,3
172000,8,3,2,3,2,2
172001,6,3,1,1,1,1
172002,9,3,2,2,2,2
172003,25,3,9,8,5,8
172005,40,3,22,22,8,19
172006,8,3,2,2,1,2
172008,7,3,3,4,2,3
172009,25,3,4,4,4,4
172010,35,3,6,6,2,5
172014,20,3,2,4,2,2
172015,32,3,15,18,6,14
172017,38,3,9,9,6,7
172020,999,3,5,0,4,4
172022,33,3,13,14,2,12
172024,8,3,5,4,4,4
172025,7,3,3,3,2,3
172026,20,3,3,4,2,3
172027,25,3,10,10,8,10
172029,39,3,15,15,5,14
172030,40,3,14,27,3,9
172031,7,3,4,4,4,4
172033,39,4,12,14,6,11
172034,39,4,9,12,4,6
172037,35,4,3,4,2,3
172041,33,4,11,14,4,8
172043,8,4,1,1,1,1
172044,39,4,6,6,5,6
172047,8,4,1,1,1,1
172049,7,4,3,3,2,3
172053,7,4,3,3,2,2
172058,8,4,1,1,1,1
172059,7,4,1,1,1,1
172060,999,4,1,-1,1,1
172061,6,4,2,2,2,2
172062,5,4,1,1,1,1
172063,37,4,5,5,2,5
172064,35,4,6,8,2,6
172067,8,4,3,3,3,3
172071,999,4,2,2,2,2
172072,40,4,27,37,7,22
172073,24,4,1,2,1,1
172074,8,4,1,1,1,1
172075,5,4,2,2,1,2
172078,25,4,6,5,2,5
172081,15,4,4,5,4,4
172083,9,4,3,3,1,2
172084,37,4,17,24,6,13
172086,39,4,10,10,4,9
172089,8,4,1,1,1,1
172093,21,4,2,2,2,2
172096,35,4,5,5,3,5
172097,37,4,11,11,6,11
172098,6,4,1,1,1,1
172099,8,4,1,1,1,1
172100,9,4,1,1,1,1
172105,21,4,3,6,2,2
172107,8,4,3,3,3,3
172108,999,4,2,2,1,2
172109,39,4,13,14,7,13
172112,7,4,10,11,4,9
172114,8,4,2,2,1,2
172118,39,4,5,9,4,5
172120,3,4,2,2,1,2
172121,8,4,1,1,1,1
172123,30,4,4,6,4,4
172127,8,4,4,4,3,3
172129,42,4,4,4,3,4
172131,8,4,3,3,2,2
172132,8,4,1,2,1,1
172134,35,4,5,5,3,5
172136,6,4,1,1,1,1
172137,9,4,1,1,1,1
172139,9,4,1,1,1,1
172142,9,4,1,1,1,1
172143,9,4,2,2,2,2
172144,44,4,16,19,8,13
172146,8,4,1,1,1,1
172147,8,4,1,1,1,1
172148,7,4,3,4,3,3
172149,28,4,3,3,3,3
172153,4,4,2,3,2,2
172155,3,4,3,3,3,3
172158,35,4,6,9,4,6
172159,15,4,13,25,4,11
172165,8,4,1,1,1,1
172168,9,4,2,3,1,1
172171,35,4,4,4,3,4
172173,25,4,14,16,4,8
172175,39,4,7,7,3,6
172178,6,4,2,2,2,2
172179,3,4,2,2,2,2
172180,25,4,5,6,2,4
172183,7,4,5,5,3,5
172186,8,4,3,3,2,3
172191,8,4,1,1,1,1
172192,39,4,7,8,4,5
172194,3,4,2,2,1,2
172195,35,4,5,5,3,5
172198,42,4,6,6,4,5
172199,35,4,4,5,3,4
172201,39,4,4,8,3,3
172204,9,4,3,3,2,3
172205,3,4,2,2,1,2
172208,9,4,1,1,1,1
172210,8,4,1,1,1,1
172211,39,4,5,5,3,5
172212,36,4,7,7,4,7
172213,9,4,1,1,1,1
172214,39,4,14,14,8,13
172215,9,4,1,1,1,1
172216,7,4,3,3,3,3
172217,39,4,4,4,4,4
172218,999,4,2,2,2,2
172219,25,4,3,3,1,2
172221,39,4,4,4,3,4
172222,42,4,16,17,10,16
172223,8,4,1,1,1,1
172224,9,4,1,1,1,1
172225,999,4,1,0,1,1
172226,9,4,3,3,3,3
172229,39,4,13,15,5,11
172230,999,4,2,-2,1,1
172231,18,4,6,6,2,5
172234,9,4,3,3,2,3
172236,39,4,9,9,7,9
172237,9,4,1,1,1,1
172239,9,4,1,1,1,1
172241,3,4,2,2,1,2
172242,36,4,4,5,2,4
172243,40,4,22,23,6,18
172245,999,4,1,0,1,1
172246,3,4,2,2,1,2
172250,8,4,2,2,2,2
172251,8,4,1,1,1,1
172253,8,4,1,1,1,1
172257,25,4,5,5,3,4
172258,999,4,3,3,2,3
172260,21,4,11,11,3,10
172262,9,4,2,2,1,2
172263,4,4,4,4,3,4
172265,999,4,1,-1,1,1
172267,40,4,25,30,8,20
172269,37,4,9,12,4,9
172271,36,4,5,5,5,5
172273,40,4,15,24,7,13
172274,36,4,4,4,2,4
172276,999,4,2,2,2,2
172277,12,4,4,5,2,4
172279,39,4,3,4,3,3
172287,8,4,1,1,1,1
172293,9,4,1,1,1,1
172294,5,4,3,3,3,3
172295,8,4,1,1,1,1
172297,8,4,2,2,1,2
172303,30,4,1,1,1,1
172304,25,4,2,2,1,2
172305,39,4,6,7,4,5
172306,8,4,1,2,1,1
172308,999,4,1,-1,1,1
172310,9,4,3,3,2,3
172311,999,4,3,20,2,3
172312,40,4,56,76,10,50
172316,999,4,5,-5,3,5
172317,999,4,1,1,1,1
172320,36,4,9,10,6,9
172325,3,4,2,2,1,2
172326,42,4,22,23,10,20
172327,39,4,7,7,5,7
172328,21,4,5,6,3,5
172329,39,4,4,6,3,4
172330,999,4,1,-1,1,1
172331,21,4,5,6,1,5
172332,3,4,2,2,2,2
172337,8,4,2,2,1,1
172339,33,4,4,5,3,4
172340,15,4,7,6,7,7
172341,999,4,3,18,1,1
172344,999,4,2,2,1,2
172347,39,4,13,19,5,10
172349,33,4,12,16,6,11
172350,42,4,7,7,4,6
172351,8,4,1,1,1,1
172352,9,4,1,1,1,1
172353,12,4,4,4,2,4
172355,5,4,1,1,1,1
172356,8,4,1,2,1,1
172362,39,4,6,6,5,6
172364,8,4,1,1,1,1
172365,34,4,7,7,3,7
172366,8,4,3,3,2,3
172368,8,4,1,1,1,1
172369,999,4,1,0,1,1
172370,40,4,24,32,11,24
172372,9,4,1,1,1,1
172374,40,4,28,37,12,24
172375,36,4,4,4,3,4
172376,7,4,1,1,1,1
172380,25,4,4,4,3,4
172381,9,4,2,2,1,2
172383,25,4,11,11,5,8
172384,39,4,15,15,9,11
172387,32,4,10,10,5,7
172388,8,4,4,4,3,4
172389,5,4,2,2,2,2
172392,8,4,3,3,3,3
172393,3,4,1,1,1,1
172394,40,4,24,40,6,19
172396,21,4,3,4,2,3
172400,24,4,5,5,5,5
172405,24,4,3,5,2,3
172406,36,4,6,6,3,5
172407,18,4,8,8,7,8
172408,25,4,3,6,1,2
172410,25,4,4,4,2,4
172411,8,4,1,2,1,1
172412,8,4,1,1,1,1
172413,3,4,2,2,1,2
172414,25,4,1,3,1,1
172415,7,4,11,13,5,9
172416,5,4,1,1,1,1
172418,39,4,13,14,7,13
172419,25,4,3,3,1,3
172420,4,4,4,4,3,4
172421,999,4,2,2,1,2
172423,28,4,6,6,2,6
172425,37,4,6,7,3,6
172429,22,4,3,3,2,3
172430,39,4,3,6,3,3
172434,999,4,2,-2,1,1
172435,42,4,9,9,3,6
172436,36,4,2,4,1,2
172439,35,4,1,5,1,1
172440,32,4,2,3,1,2
172441,3,4,1,1,1,1
172442,37,4,1,1,1,1
172443,8,4,1,1,1,1
172444,9,4,1,1,1,1
172445,37,4,4,4,2,4
172447,37,4,11,17,5,11
172448,25,4,5,7,3,4
172452,32,4,5,6,1,3
172453,3,4,2,2,2,2
172454,9,4,2,2,2,2
172455,3,4,1,1,1,1
172458,9,4,2,3,2,2
172459,38,4,4,6,3,4
172460,8,4,2,2,1,2
172461,32,4,2,3,1,2
172462,999,4,4,-2,2,3
172467,9,4,3,3,2,3
172468,3,4,1,1,1,1
172472,39,4,12,13,6,12
172473,36,4,2,4,1,2
172477,9,4,2,3,1,1
172480,9,4,1,2,1,1
172482,3,4,2,2,2,2
172483,35,4,4,4,1,3
172485,39,4,3,4,2,3
172486,9,4,3,2,2,3
172487,9,4,3,3,2,3
172488,8,4,1,1,1,1
172490,28,4,5,5,1,5
172491,9,4,1,1,1,1
172492,19,4,5,5,3,5
172494,39,4,3,6,3,3
172495,999,4,1,0,1,1
172496,8,4,4,4,4,4
172497,33,4,1,1,1,1
172501,999,4,2,2,1,2
172503,34,4,12,18,3,6
172505,999,4,1,0,1,1
172506,7,4,1,1,1,1
172507,999,4,1,-1,1,1
172509,999,4,3,-1,1,2
172511,38,4,6,6,5,6
172512,31,4,1,1,1,1
172513,38,4,5,6,3,5
172514,39,4,9,13,5,9
172515,8,4,3,3,2,3
172516,999,4,1,1,1,1
172517,42,4,4,4,4,4
172518,999,4,1,-1,1,1
172521,3,4,2,2,1,2
172522,8,4,1,1,1,1
172526,8,4,1,1,1,1
172527,9,4,1,1,1,1
172529,5,4,0,1,1,0
172530,22,4,5,8,4,4
172532,8,4,1,1,1,1
172534,44,4,18,18,9,16
172536,8,4,3,3,2,3
172537,7,4,2,2,2,2
172539,5,4,1,1,1,1
172542,8,4,1,1,1,1
172543,21,4,4,4,3,4
172544,8,4,1,1,1,1
172546,31,4,1,1,1,1
172547,37,4,3,3,2,3
172548,7,4,3,3,2,3
172550,40,4,19,21,9,18
172551,8,4,1,1,1,1
172553,35,4,4,15,1,2
172554,9,4,1,1,1,1
172556,999,4,1,-1,1,1
172557,9,4,2,2,2,2
172560,3,4,2,2,1,2
172561,5,4,4,4,3,3
172562,8,4,1,1,1,1
172564,39,4,1,6,1,1
172565,3,4,2,4,1,2
172567,32,4,6,6,2,5
172569,36,4,10,10,2,9
172572,5,4,6,6,4,6
172574,999,4,2,2,1,2
172576,37,4,5,6,3,5
172581,999,4,2,-2,1,2
172582,32,4,6,7,1,5
172583,8,4,2,2,2,2
172584,9,4,2,2,2,2
172586,3,4,2,2,1,2
172588,35,4,5,5,2,5
172589,38,4,1,6,1,1
172592,5,4,6,6,6,6
172597,25,4,3,3,2,2
172598,5,4,3,3,2,2
172599,999,4,1,1,1,1
172600,8,4,3,3,2,2
172602,999,4,1,-1,1,1
172606,38,4,1,4,1,1
172609,7,4,14,16,8,13
172610,33,4,4,5,3,4
172611,8,4,2,2,2,2
172614,44,4,8,8,7,8
172615,8,4,1,1,1,1
172616,3,4,2,20,1,2
172617,999,4,2,2,1,2
172618,7,4,3,3,2,3
172621,999,4,4,-2,3,3
172622,8,4,1,1,1,1
172623,38,4,7,7,1,4
172628,24,4,2,2,1,2
172631,41,4,10,10,5,10
172633,38,4,2,6,1,2
172634,8,4,1,1,1,1
172636,8,4,3,3,2,3
172638,999,4,2,2,1,2
172640,7,4,2,13,1,2
172641,8,4,2,2,2,2
172643,5,4,0,3,1,0
172644,8,4,1,1,1,1
172645,8,4,1,1,1,1
172646,9,4,3,3,3,3
172648,40,4,25,27,11,23
172652,3,4,2,2,1,2
172653,36,4,4,4,3,4
172654,6,4,1,2,1,1
172655,40,4,25,28,10,24
172656,39,4,9,10,6,9
172661,39,4,7,9,6,6
172662,999,4,0,0,0,0
172663,7,4,12,23,8,10
172664,25,4,4,4,1,3
172665,25,4,5,5,2,5
172668,39,4,6,7,4,5
172674,8,4,3,3,2,2
172675,5,4,3,3,2,3
172676,25,4,4,4,2,4
172677,9,4,3,3,3,3
172678,7,4,1,1,1,1
172679,999,4,2,2,1,2
172681,9,4,2,2,1,2
172683,36,4,2,4,2,2
172691,5,4,0,1,1,0
172692,999,4,1,-1,1,1
172695,42,4,10,11,8,10
172696,8,4,3,3,3,3
172697,8,4,2,2,1,2
172703,38,4,26,27,8,23
172704,999,4,1,-1,1,1
172705,8,4,1,2,1,1
172706,15,4,31,32,15,28
172710,999,4,1,-1,1,1
172711,5,4,0,1,1,0
172718,999,4,1,-1,1,1
172721,8,4,2,2,1,2
172722,8,4,2,2,2,2
172723,33,4,7,8,3,7
172724,40,4,27,27,6,26
172725,999,4,1,-1,1,1
172728,29,4,2,2,2,2
172730,9,4,1,2,1,1
172734,24,4,20,21,10,19
172736,9,4,2,2,2,2
172737,8,4,1,1,1,1
172741,39,4,6,6,5,6
172742,9,4,3,3,2,3
172747,7,4,2,2,2,2
172749,8,4,1,3,1,1
172750,9,4,3,3,1,3
172751,999,4,1,0,1,1
172753,9,4,3,3,3,3
172755,27,4,1,1,1,1
172756,39,4,8,8,5,8
172759,32,4,7,7,5,7
172761,3,4,2,2,1,2
172762,40,4,19,20,10,18
172763,33,4,11,13,6,9
172764,9,4,1,1,1,1
172765,39,4,12,13,4,10
172766,999,4,2,0,2,2
172769,8,4,1,1,1,1
172771,9,4,3,3,3,3
172772,40,4,14,14,6,13
172774,35,4,6,7,4,5
172783,39,4,7,15,5,7
172787,999,4,2,2,1,1
172788,36,4,3,3,1,3
172790,36,4,5,5,3,5
172792,37,4,16,14,6,16
172796,7,4,1,1,1,1
172801,5,4,1,1,1,1
172804,24,4,1,4,1,1
172806,999,4,4,-4,2,4
172807,9,4,2,3,2,2
172813,3,4,2,2,2,2
172814,39,4,10,17,4,9
172815,30,4,1,1,1,1
172816,8,4,2,2,1,2
172820,38,4,5,16,3,4
172821,999,4,2,2,2,2
172822,7,4,2,2,1,1
172823,32,4,1,1,1,1
172824,999,4,2,0,2,2
172826,42,4,8,9,5,7
172827,9,4,1,1,1,1
172829,8,4,2,2,2,2
172830,999,4,1,-1,1,1
172833,43,4,7,7,4,6
172834,40,4,24,31,12,21
172835,40,4,20,23,9,18
172836,3,4,1,1,1,1
172837,24,4,2,2,1,2
172838,8,4,1,1,1,1
172840,3,4,2,2,2,2
172841,5,4,3,3,3,3
172842,36,4,11,11,6,10
172843,3,4,1,1,1,1
172844,9,4,2,2,2,2
172845,7,4,3,3,2,3
172847,8,4,1,1,1,1
